# RA DEC XI ETA F475W F814W V VERR
11.382 41.998 0.521 0.731 23.931 21.573 -100.518 2.99 
11.388 42.043 0.526 0.776 23.436 21.314 -94.729 2.384 
11.4 42.02 0.535 0.753 23.625 21.091 -69.109 2.0 
11.404 42.038 0.538 0.771 24.311 21.196 -201.122 1.653 
11.404 42.021 0.538 0.754 23.999 21.494 3.657 2.921 
11.425 42.03 0.554 0.763 23.865 20.692 -482.224 3.769 
11.257 41.936 0.428 0.668 24.422 21.576 -196.903 5.809 
11.406 42.035 0.54 0.768 23.498 21.681 -47.57 3.697 
11.261 41.919 0.431 0.651 22.962 19.93 -50.736 1.314 
11.17 41.836 0.363 0.568 24.454 21.103 -122.55 3.016 
11.186 41.823 0.375 0.555 24.534 21.855 -65.44 6.006 
11.204 41.918 0.388 0.65 24.58 21.507 -147.995 2.755 
11.211 41.872 0.394 0.604 23.819 21.341 -77.193 1.814 
11.216 41.845 0.398 0.577 24.674 21.676 -126.217 4.915 
11.219 41.912 0.4 0.643 24.676 21.687 -177.836 3.985 
11.22 41.844 0.4 0.576 24.27 20.929 -0.791 2.691 
11.226 41.856 0.405 0.588 24.148 21.343 -33.772 1.998 
11.232 41.824 0.41 0.556 24.032 20.944 -75.954 2.793 
11.242 41.921 0.417 0.653 24.514 22.101 -121.449 4.578 
11.259 41.91 0.43 0.642 24.342 21.653 -154.865 2.571 
11.263 41.942 0.433 0.674 24.402 21.043 -99.154 1.544 
11.265 41.934 0.434 0.666 24.478 21.177 -127.676 1.834 
11.266 41.89 0.435 0.622 24.207 21.263 -63.79 1.811 
11.27 41.95 0.438 0.682 24.9 21.558 -213.925 5.341 
11.275 41.93 0.441 0.663 24.193 20.906 -103.944 1.532 
11.285 41.967 0.449 0.699 24.779 21.723 -84.326 5.717 
11.306 41.981 0.465 0.714 24.649 21.477 -22.702 4.632 
11.306 42.005 0.465 0.737 24.153 21.428 -112.863 5.909 
11.308 41.91 0.467 0.643 24.169 21.206 -113.449 2.584 
11.31 42.039 0.468 0.771 24.698 21.894 -153.914 2.879 
11.322 42.022 0.476 0.755 24.888 21.886 -73.898 4.658 
11.327 41.968 0.48 0.7 23.795 21.592 -33.888 5.408 
11.349 42.007 0.497 0.74 24.442 22.042 -83.677 3.44 
11.352 42.029 0.499 0.762 24.738 21.834 -222.294 3.625 
11.353 42.032 0.5 0.764 23.523 20.646 -205.031 8.871 
11.406 42.038 0.539 0.771 24.356 21.142 -82.11 1.637 
11.406 42.029 0.54 0.762 23.406 21.275 -53.862 2.19 
11.406 42.029 0.54 0.762 25.183 22.077 -131.933 5.56 
11.169 41.847 0.363 0.578 24.651 21.572 -145.527 2.675 
11.197 41.85 0.383 0.582 24.835 22.088 -213.334 4.599 
11.198 41.91 0.385 0.642 24.604 21.905 -153.664 5.039 
11.198 41.91 0.384 0.642 24.883 23.109 -136.777 5.214 
11.217 41.83 0.399 0.562 24.678 21.621 -82.71 2.457 
11.229 41.857 0.408 0.589 24.668 21.494 -135.448 1.911 
11.237 41.912 0.414 0.644 24.479 21.073 -109.034 1.607 
11.24 41.87 0.416 0.602 24.707 21.646 -88.14 2.628 
11.241 41.871 0.416 0.603 23.952 21.483 -92.893 4.593 
11.246 41.928 0.42 0.66 24.632 21.552 -119.23 2.785 
11.262 41.939 0.432 0.671 24.363 21.27 -40.15 2.055 
11.282 41.936 0.447 0.668 24.494 21.436 -17.666 1.763 
11.29 41.885 0.453 0.617 23.949 21.142 -19.326 2.345 
11.297 42.027 0.458 0.759 24.25 21.008 -569.726 1.628 
11.308 41.962 0.467 0.694 24.062 20.881 2.845 4.259 
11.312 41.995 0.469 0.727 24.845 21.518 -55.736 8.508 
11.314 41.917 0.471 0.649 24.528 21.362 -27.208 1.914 
11.333 41.948 0.485 0.68 23.846 21.033 -562.151 6.671 
11.338 42.044 0.488 0.776 24.736 21.831 -118.507 3.663 
11.358 42.043 0.503 0.776 24.346 21.584 -58.443 2.49 
11.399 42.028 0.535 0.761 24.873 21.44 -142.407 2.059 
11.224 41.867 0.404 0.599 23.904 21.012 -40.774 3.447 
11.148 41.306 0.348 0.038 23.766 20.538 -308.119 1.138 
11.152 41.308 0.352 0.04 23.878 21.257 -418.569 2.445 
11.113 41.311 0.322 0.042 25.044 23.015 -367.655 7.155 
11.18 41.311 0.372 0.043 24.456 21.826 -225.461 4.488 
11.166 41.314 0.362 0.045 24.157 20.841 29.657 1.252 
11.166 41.314 0.362 0.046 25.294 22.264 -211.473 6.53 
11.112 41.315 0.321 0.046 24.128 21.727 -675.903 2.626 
11.143 41.317 0.344 0.048 24.587 22.206 -172.633 3.391 
11.192 41.316 0.382 0.048 24.827 21.818 -198.168 2.674 
11.146 41.317 0.347 0.049 24.35 21.517 -230.028 1.784 
11.124 41.317 0.33 0.049 23.578 20.637 -360.394 1.169 
11.13 41.318 0.335 0.049 24.083 21.488 -154.929 3.279 
11.195 41.319 0.384 0.051 24.263 21.008 -142.218 1.717 
11.186 41.319 0.377 0.051 24.177 21.186 -315.09 2.046 
11.116 41.319 0.324 0.051 24.582 21.251 -259.47 2.203 
11.129 41.321 0.334 0.052 24.613 21.514 -201.711 2.729 
11.149 41.322 0.349 0.054 24.436 21.522 -308.867 2.438 
11.165 41.326 0.361 0.058 24.237 21.373 -139.44 2.123 
11.128 41.326 0.333 0.058 24.514 21.256 -193.026 1.683 
11.187 41.327 0.378 0.059 24.766 21.876 -221.953 2.429 
11.101 41.329 0.313 0.061 24.659 21.247 -242.284 2.445 
11.194 41.329 0.383 0.061 24.671 21.59 -245.859 2.26 
11.21 41.33 0.395 0.062 24.518 21.695 -335.88 2.906 
11.173 41.333 0.367 0.065 23.822 20.772 -258.625 1.447 
11.192 41.333 0.381 0.065 24.169 22.048 -58.909 3.524 
11.149 41.338 0.349 0.07 24.514 21.317 -200.128 1.856 
11.214 41.338 0.398 0.07 23.899 21.334 -435.517 2.67 
11.171 41.341 0.366 0.073 24.624 21.394 -175.835 1.775 
11.102 41.344 0.313 0.076 24.374 21.132 -168.73 2.08 
11.199 41.346 0.386 0.078 24.996 22.363 -286.436 2.94 
11.166 41.355 0.362 0.086 24.468 21.211 -302.672 2.5 
11.141 41.355 0.343 0.087 24.299 21.595 -189.692 2.448 
11.153 41.357 0.352 0.089 24.469 21.561 -216.688 2.774 
11.139 41.358 0.341 0.089 24.07 21.702 -207.222 3.12 
11.123 41.358 0.329 0.09 24.369 21.169 -203.94 1.961 
11.19 41.359 0.38 0.091 24.918 22.08 -151.076 2.487 
11.2 41.366 0.387 0.098 23.893 21.28 -222.799 1.513 
11.124 41.368 0.33 0.099 24.297 21.774 -200.311 3.109 
11.21 41.371 0.395 0.103 24.57 21.991 -223.723 5.911 
11.19 41.376 0.38 0.107 24.438 21.561 -253.876 1.888 
11.148 41.378 0.348 0.11 24.929 21.656 -229.606 1.604 
11.235 41.378 0.414 0.11 23.858 21.359 -585.141 2.357 
11.148 41.382 0.348 0.114 24.112 21.518 -145.029 2.056 
11.216 41.383 0.399 0.115 25.395 22.753 -280.133 3.941 
11.233 41.384 0.412 0.116 25.024 21.648 -287.811 1.687 
11.204 41.384 0.39 0.116 23.963 20.635 -287.07 1.119 
11.208 41.384 0.393 0.116 24.058 21.107 -229.94 1.341 
11.24 41.386 0.417 0.118 24.505 22.548 -305.481 8.54 
11.215 41.386 0.398 0.118 23.375 21.162 -289.836 3.716 
11.192 41.388 0.381 0.12 24.778 21.366 -149.086 1.617 
11.183 41.389 0.374 0.12 24.618 21.3 -254.162 1.139 
11.199 41.398 0.386 0.13 24.669 21.573 -321.665 2.343 
11.21 41.398 0.394 0.13 23.912 20.849 -505.127 1.155 
11.176 41.4 0.369 0.131 25.168 22.066 -143.193 4.093 
11.226 41.403 0.406 0.135 23.808 20.734 -504.727 1.284 
11.199 41.406 0.386 0.138 24.244 21.198 -30.838 1.866 
11.247 41.41 0.422 0.142 23.893 21.012 -165.627 2.163 
11.269 41.413 0.439 0.145 24.11 21.072 -156.612 1.722 
11.173 41.417 0.366 0.149 24.121 21.5 -141.744 1.565 
11.264 41.42 0.435 0.152 23.397 21.349 -229.985 2.699 
11.283 41.422 0.449 0.154 24.206 21.061 -231.175 1.263 
11.246 41.423 0.421 0.155 23.009 20.839 -347.912 1.783 
11.193 41.429 0.382 0.161 23.294 21.129 -74.652 4.167 
11.205 41.429 0.391 0.161 24.423 22.543 -101.327 4.383 
11.226 41.43 0.406 0.162 23.331 21.255 -365.841 3.634 
11.214 41.43 0.397 0.162 23.726 21.422 -207.397 1.637 
11.286 41.431 0.452 0.163 24.472 21.293 -248.166 2.242 
11.248 41.431 0.423 0.163 24.698 22.222 -202.559 4.366 
11.318 41.436 0.475 0.169 23.636 21.123 -121.763 2.808 
11.236 41.437 0.414 0.169 24.082 21.165 -93.594 1.801 
11.292 41.438 0.456 0.17 24.518 21.583 -263.852 10.617 
11.243 41.438 0.419 0.17 24.234 21.475 -268.087 2.641 
11.205 41.438 0.391 0.17 23.194 20.927 -201.823 1.365 
11.315 41.442 0.474 0.174 23.784 21.19 -162.648 1.961 
11.24 41.443 0.417 0.175 23.845 20.925 -247.52 1.464 
11.328 41.444 0.483 0.177 24.361 21.419 -188.536 4.444 
11.267 41.447 0.437 0.179 24.185 21.271 -225.887 1.543 
11.304 41.447 0.465 0.179 24.365 21.331 -184.041 1.846 
11.248 41.448 0.423 0.18 24.328 21.037 -220.962 1.12 
11.243 41.448 0.419 0.18 24.588 21.714 -200.628 1.464 
11.308 41.449 0.468 0.181 24.398 21.194 -267.936 1.563 
11.246 41.452 0.421 0.184 24.299 21.096 -166.853 1.475 
11.273 41.454 0.441 0.187 24.709 21.423 -187.679 2.133 
11.34 41.455 0.492 0.187 24.634 21.288 -214.583 1.714 
11.236 41.456 0.414 0.188 23.539 21.104 -166.105 1.443 
11.277 41.458 0.444 0.19 23.926 21.023 -285.155 1.62 
11.253 41.458 0.427 0.19 24.169 21.289 -234.664 2.106 
11.329 41.459 0.484 0.191 24.184 20.854 -282.276 1.192 
11.223 41.461 0.404 0.193 23.851 21.434 -78.03 3.73 
11.354 41.465 0.502 0.198 24.49 21.942 -340.949 2.991 
11.332 41.469 0.486 0.202 24.727 21.75 -183.277 3.381 
11.316 41.472 0.474 0.204 23.484 20.933 -111.214 3.057 
11.34 41.472 0.492 0.204 24.49 21.201 -254.215 2.641 
11.294 41.473 0.458 0.205 24.219 21.118 -211.327 1.495 
11.295 41.473 0.458 0.205 24.717 22.36 -187.417 10.662 
11.324 41.474 0.48 0.207 24.03 20.891 -185.351 1.24 
11.264 41.476 0.435 0.208 24.37 21.009 -195.808 1.079 
11.257 41.476 0.43 0.209 24.096 21.292 -324.007 4.52 
11.279 41.478 0.446 0.21 23.848 21.189 -229.344 1.833 
11.355 41.478 0.503 0.211 25.104 21.742 -226.725 2.453 
11.308 41.479 0.468 0.211 24.731 21.495 -161.179 2.376 
11.341 41.482 0.493 0.215 24.168 20.851 -200.068 1.59 
11.338 41.483 0.491 0.215 24.073 21.348 -364.004 2.239 
11.334 41.484 0.487 0.216 23.183 20.99 -276.998 2.642 
11.312 41.486 0.471 0.218 24.181 21.418 -220.217 2.773 
11.313 41.487 0.471 0.219 24.115 21.787 -263.925 5.467 
11.35 41.491 0.499 0.223 24.085 21.132 -62.647 1.843 
11.252 41.491 0.426 0.223 25.203 21.772 -75.692 2.381 
11.28 41.496 0.447 0.228 23.872 20.641 -312.88 1.034 
11.322 41.504 0.479 0.236 24.19 21.205 -217.529 1.969 
11.337 41.505 0.49 0.237 24.12 20.861 -121.386 1.771 
11.339 41.506 0.491 0.239 24.421 21.587 -217.666 5.369 
11.323 41.512 0.479 0.244 24.654 21.68 -200.516 3.357 
11.334 41.513 0.487 0.246 24.196 21.368 -181.534 3.621 
11.348 41.515 0.498 0.248 23.913 20.754 -494.459 1.946 
11.347 41.515 0.497 0.248 24.563 21.324 -367.533 2.393 
11.33 41.519 0.484 0.252 24.35 21.63 -136.933 3.474 
11.289 41.521 0.453 0.253 24.362 21.748 -299.47 3.592 
11.325 41.521 0.48 0.254 23.953 21.296 -143.725 5.025 
11.296 41.524 0.458 0.256 24.06 21.035 -262.567 2.116 
11.29 41.528 0.454 0.26 24.654 21.263 -148.864 1.491 
11.126 41.308 0.332 0.04 23.722 20.913 -297.781 2.102 
11.103 41.345 0.314 0.077 24.896 21.988 -175.698 5.452 
11.227 41.408 0.407 0.14 24.553 21.217 -307.072 2.269 
11.313 41.482 0.472 0.215 24.069 21.285 -11.001 1.954 
11.266 41.496 0.437 0.228 24.436 21.254 -176.04 2.699 
11.266 41.496 0.436 0.228 23.65 21.02 -99.309 2.362 
11.3 41.499 0.462 0.231 24.581 21.817 -201.688 8.853 
11.141 41.362 0.343 0.093 24.354 21.851 -195.052 4.487 
11.219 41.361 0.401 0.093 24.047 21.437 -331.779 2.161 
11.166 41.363 0.362 0.094 25.583 22.22 -427.971 5.742 
11.198 41.364 0.386 0.096 24.331 21.919 -3.202 3.643 
11.026 41.534 0.256 0.266 24.227 21.84 -103.591 5.319 
10.963 41.606 0.209 0.337 24.112 21.868 -182.048 1.412 
11.181 41.449 0.372 0.181 24.592 21.576 -286.016 3.066 
11.199 41.456 0.386 0.188 24.477 21.328 -106.992 3.054 
11.173 41.457 0.366 0.188 24.619 21.308 -160.359 2.054 
11.142 41.457 0.343 0.189 24.638 21.511 -174.541 2.101 
11.131 41.457 0.335 0.189 24.117 21.074 -152.566 1.779 
11.175 41.457 0.368 0.189 24.793 21.792 -219.757 3.104 
11.175 41.457 0.368 0.189 24.863 22.639 -157.05 9.06 
11.197 41.457 0.384 0.189 24.271 21.471 -319.442 3.632 
11.166 41.458 0.361 0.19 24.058 21.378 -297.635 2.479 
11.138 41.461 0.34 0.192 24.384 21.381 -153.813 3.797 
11.219 41.463 0.401 0.195 23.934 21.463 -177.854 2.923 
11.195 41.466 0.383 0.198 23.38 20.807 -434.021 1.977 
11.146 41.466 0.346 0.198 24.503 22.016 -206.238 6.016 
11.166 41.473 0.362 0.205 24.364 21.33 -140.202 2.139 
11.204 41.473 0.39 0.205 23.681 20.881 -197.924 2.09 
11.17 41.475 0.364 0.206 24.505 21.639 -156.337 1.944 
11.17 41.474 0.364 0.206 23.771 21.75 -159.875 16.188 
11.167 41.476 0.362 0.207 23.826 21.477 -197.33 1.556 
11.148 41.477 0.348 0.209 23.526 20.983 -422.295 1.965 
11.138 41.477 0.34 0.208 24.255 21.806 -151.13 7.048 
11.212 41.477 0.396 0.209 24.389 21.055 -202.299 2.159 
11.203 41.479 0.389 0.211 23.224 20.572 -184.432 0.896 
11.185 41.479 0.376 0.211 24.382 21.709 -173.967 4.442 
11.117 41.48 0.325 0.212 24.083 22.136 -74.441 5.875 
11.211 41.484 0.395 0.216 25.066 22.094 -233.82 9.528 
11.098 41.488 0.31 0.22 25.148 21.92 -275.675 5.301 
11.166 41.49 0.361 0.221 24.659 21.536 -240.483 4.356 
11.168 41.494 0.362 0.226 24.203 21.424 -217.68 2.209 
11.107 41.496 0.317 0.227 24.224 20.931 -220.364 1.139 
11.1 41.499 0.312 0.231 24.442 21.307 -543.142 2.416 
11.142 41.501 0.343 0.232 23.767 20.63 -186.506 1.245 
11.11 41.502 0.319 0.234 24.185 21.986 -304.599 5.422 
11.184 41.502 0.375 0.234 24.151 21.078 -326.783 1.921 
11.202 41.504 0.388 0.236 24.469 21.25 -110.699 1.821 
11.141 41.505 0.342 0.236 23.84 20.717 -294.062 1.362 
11.194 41.507 0.383 0.239 25.057 22.022 -158.073 3.841 
11.136 41.509 0.339 0.241 24.039 20.795 -104.968 1.731 
11.136 41.511 0.339 0.243 24.508 21.467 -429.62 2.234 
11.086 41.514 0.301 0.246 23.902 21.599 -149.873 6.075 
11.17 41.515 0.364 0.246 24.171 21.813 -185.76 5.493 
11.11 41.516 0.319 0.247 24.881 21.957 -149.668 3.434 
11.134 41.517 0.337 0.249 25.023 21.72 -240.078 11.386 
11.142 41.519 0.344 0.251 23.514 21.06 -249.385 2.592 
11.151 41.52 0.35 0.252 23.481 21.302 -200.276 2.841 
11.101 41.522 0.313 0.254 25.035 22.285 -128.369 3.365 
11.146 41.524 0.346 0.256 24.46 21.634 -221.167 3.073 
11.084 41.525 0.3 0.256 25.196 21.745 -10.347 -299800.0 
11.136 41.53 0.338 0.261 24.229 21.076 -152.3 1.456 
11.129 41.531 0.333 0.262 24.719 21.523 -117.529 2.065 
11.033 41.537 0.261 0.268 24.765 21.482 -208.232 2.281 
11.134 41.537 0.337 0.269 24.719 21.605 -124.048 2.213 
11.051 41.538 0.275 0.269 23.99 20.953 -311.404 1.789 
11.106 41.541 0.316 0.273 24.555 21.305 -230.578 1.994 
10.981 41.544 0.222 0.275 23.9 21.478 -67.832 2.052 
10.98 41.544 0.222 0.275 24.514 21.799 -636.438 6.399 
11.015 41.544 0.248 0.275 24.133 21.254 -196.158 2.456 
11.104 41.546 0.315 0.277 24.524 21.564 -183.634 2.346 
11.101 41.545 0.313 0.277 24.011 21.445 -128.991 4.936 
11.05 41.552 0.274 0.283 24.984 22.201 -29.181 1.453 
11.001 41.556 0.238 0.288 24.557 21.363 -432.484 3.431 
11.084 41.562 0.3 0.293 25.201 23.004 52.334 13.011 
10.984 41.563 0.225 0.294 24.317 21.286 -117.7 2.364 
10.998 41.565 0.235 0.296 24.659 22.515 -151.308 5.203 
10.999 41.564 0.236 0.295 24.798 21.466 -57.779 8.232 
11.015 41.567 0.248 0.298 24.789 21.643 3.448 3.352 
11.05 41.571 0.274 0.302 24.873 21.583 -49.146 1.875 
10.986 41.578 0.226 0.309 24.092 22.163 -37.249 2.763 
11.058 41.578 0.28 0.309 24.474 21.171 13.634 2.127 
11.052 41.579 0.276 0.31 23.875 20.942 -348.993 1.828 
11.034 41.581 0.262 0.312 24.229 21.499 -112.408 4.123 
10.934 41.582 0.187 0.313 23.038 20.757 -102.544 3.237 
11.052 41.582 0.276 0.313 23.728 21.521 -171.066 3.011 
11.008 41.584 0.242 0.316 24.393 21.579 -75.284 1.647 
11.047 41.586 0.272 0.317 23.981 21.097 -508.765 2.093 
11.044 41.587 0.269 0.318 24.212 21.271 -215.707 2.115 
11.044 41.587 0.27 0.318 24.378 21.275 -125.894 2.555 
11.051 41.592 0.275 0.323 25.477 22.365 -68.816 4.009 
10.937 41.602 0.189 0.333 23.994 21.511 -157.023 9.542 
10.926 41.605 0.181 0.336 24.164 21.253 -204.435 6.973 
10.924 41.608 0.179 0.339 25.186 21.907 -129.526 3.574 
11.014 41.61 0.247 0.341 24.631 21.562 -105.387 2.773 
10.929 41.61 0.183 0.341 24.811 21.507 -147.429 2.976 
10.934 41.612 0.187 0.343 25.18 21.73 -190.832 3.511 
10.954 41.613 0.202 0.344 23.778 21.437 -282.709 2.432 
10.988 41.613 0.228 0.344 23.871 21.751 -142.135 4.145 
10.986 41.626 0.226 0.357 24.072 21.241 -223.476 3.81 
10.981 41.625 0.222 0.356 23.774 21.704 -147.086 4.101 
10.937 41.633 0.189 0.364 24.127 20.904 -266.29 1.705 
10.971 41.638 0.215 0.369 24.708 21.951 -184.274 5.738 
11.116 41.513 0.324 0.244 23.477 21.173 -207.081 3.363 
11.092 41.518 0.305 0.25 24.876 21.45 -26.946 1.907 
11.163 41.52 0.359 0.251 24.777 21.843 -72.381 -299800.0 
11.1 41.55 0.311 0.282 25.068 22.366 -235.171 -299800.0 
11.093 41.553 0.306 0.285 25.011 22.067 -175.649 2.252 
10.954 41.56 0.202 0.291 25.459 22.165 -169.73 8.657 
11.059 41.564 0.281 0.295 23.542 21.472 -291.061 4.41 
10.951 41.57 0.2 0.302 23.783 20.693 -162.099 1.747 
11.068 41.576 0.287 0.307 25.554 22.139 -55.947 4.731 
11.009 41.577 0.243 0.308 24.066 20.708 -91.225 1.492 
10.947 41.578 0.197 0.31 24.562 21.304 -163.278 2.75 
11.044 41.58 0.27 0.311 25.157 21.724 -58.349 1.698 
10.935 41.609 0.188 0.34 24.303 21.488 -131.559 5.46 
11.163 41.522 0.359 0.254 25.521 22.364 -230.435 4.871 
10.963 41.598 0.209 0.329 24.298 21.231 -159.07 2.26 
11.074 41.554 0.292 0.285 25.007 21.93 -173.78 3.315 
10.96 41.604 0.207 0.335 24.279 21.464 -230.673 2.654 
11.088 41.489 0.303 0.221 25.106 22.476 -86.637 3.312 
11.21 41.496 0.394 0.228 24.7 21.667 -429.913 7.536 
11.133 41.542 0.336 0.274 24.927 21.834 -149.601 2.831 
11.003 41.616 0.239 0.347 25.172 21.899 -48.1 3.438 
11.003 41.616 0.239 0.347 24.366 22.326 -178.583 9.451 
11.036 41.659 0.264 0.391 25.312 21.935 -99.684 3.427 
11.256 41.505 0.429 0.237 25.295 22.825 -199.825 10.887 
11.266 41.544 0.436 0.276 24.585 22.06 -117.687 3.18 
11.198 41.503 0.386 0.235 25.389 22.347 -231.422 3.816 
11.199 41.502 0.386 0.234 24.703 21.842 -204.492 2.85 
11.247 41.503 0.422 0.235 24.675 21.544 -320.448 3.421 
11.207 41.504 0.392 0.236 24.744 21.654 -189.372 2.632 
11.211 41.504 0.395 0.236 24.892 22.346 -195.571 3.671 
11.267 41.509 0.437 0.241 24.232 20.987 -229.716 2.288 
11.256 41.511 0.429 0.243 24.457 21.276 -110.852 4.039 
11.233 41.513 0.411 0.245 24.655 21.49 -169.097 3.039 
11.186 41.516 0.376 0.248 24.203 21.464 -11.844 2.35 
11.26 41.518 0.432 0.25 23.998 20.725 -434.966 1.197 
11.217 41.519 0.399 0.251 24.69 21.417 -270.35 4.889 
11.206 41.522 0.391 0.254 24.313 20.99 4.765 1.406 
11.277 41.522 0.445 0.255 24.457 21.092 -75.604 1.967 
11.188 41.525 0.378 0.257 24.626 21.896 -52.405 13.875 
11.179 41.528 0.371 0.259 24.763 22.526 -160.072 8.163 
11.172 41.532 0.366 0.263 25.266 22.125 -199.011 7.477 
11.256 41.533 0.428 0.265 24.365 21.214 -113.85 2.842 
11.247 41.536 0.422 0.268 25.171 21.91 -173.126 2.315 
11.242 41.536 0.418 0.268 23.889 21.081 -170.983 1.293 
11.27 41.538 0.439 0.271 22.972 20.944 -131.749 2.405 
11.214 41.542 0.397 0.274 24.845 22.191 -155.464 8.781 
11.26 41.543 0.431 0.275 24.404 21.278 -108.844 2.607 
11.226 41.544 0.406 0.275 24.174 20.974 -120.721 2.366 
11.259 41.544 0.431 0.276 24.201 21.373 -162.273 2.083 
11.182 41.549 0.373 0.281 24.281 21.253 -185.871 1.204 
11.194 41.549 0.383 0.281 24.764 21.696 -78.81 3.68 
11.154 41.55 0.352 0.281 24.447 21.189 -354.39 1.631 
11.234 41.556 0.412 0.289 24.266 22.382 -184.135 4.935 
11.232 41.557 0.41 0.289 23.106 20.906 -181.151 1.324 
11.175 41.558 0.368 0.29 22.751 20.376 -166.93 0.752 
11.175 41.558 0.368 0.29 24.983 22.197 -33.141 10.485 
11.221 41.559 0.403 0.291 24.133 21.563 -104.852 3.053 
11.17 41.562 0.364 0.294 24.603 21.666 -139.823 4.452 
11.242 41.566 0.418 0.298 24.788 21.673 -204.233 2.922 
11.178 41.568 0.37 0.3 24.378 21.166 -112.139 1.907 
11.153 41.57 0.352 0.301 24.827 21.679 -140.221 3.607 
11.185 41.571 0.375 0.303 24.651 21.296 -88.405 3.285 
11.178 41.585 0.37 0.317 24.55 21.499 -102.433 1.985 
11.212 41.59 0.396 0.322 24.061 20.808 -183.994 1.35 
11.211 41.59 0.395 0.322 23.775 21.589 -140.303 3.492 
11.113 41.596 0.322 0.327 23.569 20.892 -434.309 10.477 
11.103 41.598 0.314 0.329 24.734 22.124 -38.747 7.124 
11.123 41.599 0.329 0.33 23.954 21.667 -116.728 4.617 
11.176 41.602 0.369 0.334 23.937 21.185 -258.52 2.516 
11.193 41.603 0.381 0.335 24.35 21.468 -78.354 2.05 
11.172 41.604 0.365 0.336 24.755 21.617 -114.369 3.736 
11.171 41.605 0.365 0.336 24.564 22.106 -57.044 6.205 
11.166 41.606 0.361 0.337 24.851 21.67 -114.388 1.525 
11.158 41.608 0.355 0.34 25.169 22.006 -163.889 4.939 
11.178 41.609 0.37 0.34 25.021 21.954 -209.539 2.606 
11.137 41.616 0.339 0.347 24.961 21.689 -114.558 3.302 
10.997 41.617 0.234 0.348 24.922 21.487 -137.821 4.425 
11.039 41.62 0.266 0.351 24.264 21.463 -403.685 2.67 
11.146 41.619 0.346 0.351 22.956 20.873 -62.84 1.395 
11.012 41.621 0.245 0.352 24.912 21.675 -193.05 2.998 
11.069 41.622 0.288 0.353 24.846 21.427 -183.04 2.342 
11.136 41.622 0.339 0.353 23.355 21.293 -61.521 1.686 
11.104 41.625 0.314 0.356 23.471 20.896 -119.375 2.976 
11.056 41.625 0.278 0.357 24.097 21.007 -230.309 1.915 
11.089 41.627 0.303 0.359 24.871 21.632 -196.505 2.026 
11.07 41.628 0.289 0.359 23.899 20.623 -357.623 1.988 
11.083 41.63 0.299 0.361 25.165 21.722 -76.174 2.205 
11.075 41.631 0.293 0.362 24.111 21.246 -144.027 1.821 
11.119 41.634 0.326 0.366 23.901 21.343 -122.031 3.472 
11.125 41.635 0.33 0.366 24.967 21.641 -15.026 3.869 
11.103 41.636 0.314 0.367 24.281 21.363 -267.154 2.464 
11.082 41.636 0.298 0.367 23.63 21.718 -64.486 4.558 
11.098 41.638 0.31 0.369 24.114 20.824 -143.874 1.304 
11.007 41.638 0.242 0.369 24.288 21.484 -82.347 2.259 
11.121 41.638 0.327 0.37 25.398 21.996 -107.019 3.911 
11.105 41.64 0.315 0.371 24.459 21.668 -71.714 2.486 
11.041 41.642 0.267 0.374 24.661 21.38 -81.101 2.421 
11.008 41.644 0.242 0.375 24.635 21.459 -120.443 4.148 
11.042 41.645 0.268 0.376 24.963 22.219 -18.45 6.156 
11.075 41.647 0.293 0.379 24.491 21.793 -117.005 2.643 
10.992 41.648 0.231 0.379 24.0 21.649 -332.63 3.413 
11.002 41.65 0.238 0.381 23.679 21.812 -120.766 2.562 
10.984 41.652 0.225 0.383 23.065 21.156 -170.789 2.034 
11.096 41.657 0.309 0.388 24.577 21.197 -206.629 2.239 
11.007 41.66 0.242 0.392 24.568 21.596 -94.744 1.954 
11.057 41.661 0.279 0.393 24.097 21.387 -536.763 5.214 
11.001 41.666 0.237 0.397 24.863 21.666 -153.625 5.668 
10.994 41.669 0.232 0.401 24.883 21.625 -77.093 3.015 
10.99 41.669 0.229 0.4 23.876 20.86 -367.962 2.463 
10.987 41.67 0.227 0.401 23.894 20.836 -231.523 2.092 
11.061 41.67 0.282 0.401 24.235 21.158 -251.76 1.984 
11.018 41.676 0.25 0.407 24.6 21.852 -121.703 15.196 
11.048 41.68 0.272 0.411 24.179 21.414 -165.364 2.752 
11.014 41.697 0.247 0.428 24.035 21.679 -134.584 6.137 
11.016 41.703 0.249 0.435 24.626 21.302 -109.654 2.195 
11.171 41.54 0.365 0.272 24.776 22.058 -19.136 3.994 
11.176 41.547 0.369 0.278 23.761 20.682 -288.533 1.427 
11.245 41.559 0.421 0.291 24.017 21.087 -51.771 5.622 
11.246 41.559 0.421 0.291 24.781 22.18 -190.617 4.847 
11.189 41.561 0.379 0.293 23.76 21.88 -128.951 5.674 
11.15 41.569 0.349 0.3 23.618 20.979 -269.811 1.973 
11.121 41.577 0.327 0.309 24.63 22.134 -313.69 4.864 
11.11 41.591 0.319 0.322 22.999 21.062 13.131 9.373 
11.098 41.597 0.31 0.329 23.919 21.658 -331.6 3.907 
11.07 41.641 0.289 0.372 25.018 21.973 -457.422 2.483 
11.031 41.657 0.26 0.388 25.029 21.973 -94.647 3.866 
10.99 41.679 0.229 0.41 25.166 21.741 -209.755 5.421 
